'Abatis' 100mm Steel Plates	铁网100mm钢附甲板
Scalar Capacitor Unit Blueprint	标量电容器单元蓝图
Scale Model Of [RFS] Mah’tu Rea	RFS马图瑞的等比模型
Scalpel	手术刀级
Scalpel Blueprint	手术刀级蓝图
Scalpel Tronhadar Ink SKIN (Permanent)	手术刀级隆哈达之墨涂装（无限期）
Scalpel Tronhadar Ink Serenity Only SKIN (30 Days)	手术刀级隆哈达之墨涂装（30天）
Scalpel Tronhadar Ink Serenity Only SKIN (365 Days)	手术刀级隆哈达之墨涂装（365天）
Scalpel Tronhadar Ink Serenity Only SKIN (7 Days)	手术刀级隆哈达之墨涂装（7天）
Scalpel Tronhadar Ink Serenity Only SKIN (90 Days)	手术刀级隆哈达之墨涂装（90天）
Scalpel Tronhadar Ink Serenity Only SKIN (Permanent)	手术刀级隆哈达之墨涂装（无限期）
Scalpel Valklear Glory SKIN (Permanent)	手术刀级瓦基尔荣耀涂装（无限期）
Scalpel Valklear Glory Serenity Only SKIN (30 Days)	手术刀级瓦基尔荣耀涂装（30天）
Scalpel Valklear Glory Serenity Only SKIN (365 Days)	手术刀级瓦基尔荣耀涂装（365天）
Scalpel Valklear Glory Serenity Only SKIN (7 Days)	手术刀级瓦基尔荣耀涂装（7天）
Scalpel Valklear Glory Serenity Only SKIN (90 Days)	手术刀级瓦基尔荣耀涂装（90天）
Scalpel Valklear Glory Serenity Only SKIN (Permanent)	手术刀级瓦基尔荣耀涂装（无限期）
Scan Acquisition Array I	扫描精准阵列 I
Scan Acquisition Array I Blueprint	扫描精准阵列蓝图 I
Scan Acquisition Array II	扫描精准阵列 II
Scan Acquisition Array II Blueprint	扫描精准阵列蓝图 II
Scan Pinpointing Array I	扫描定位阵列 I
Scan Pinpointing Array I Blueprint	扫描定位阵列蓝图 I
Scan Pinpointing Array II	扫描定位阵列 II
Scan Pinpointing Array II Blueprint	扫描定位阵列蓝图 II
Scan Probe Blueprint	扫描探针蓝图
Scan Probe Launcher	扫描探针发射器
Scan Probe Launcher Blueprint	扫描探针发射器蓝图
Scan Probe Launcher II	扫描探针发射器 II
Scan Probe Launcher II Blueprint	扫描探针发射器蓝图 II
Scan Probe Launchers	扫描探针发射器
Scan Probes	扫描探针
Scan Range Increment Factor	扫描范围增加比例
Scan Rangefinding Array I	扫描测距阵列 I
Scan Rangefinding Array I Blueprint	扫描测距阵列蓝图 I
Scan Rangefinding Array II	扫描测距阵列 II
Scan Rangefinding Array II Blueprint	扫描测距阵列蓝图 II
Scan Resolution	扫描分辨率
Scan Resolution Bonus	扫描分辨率加成
Scan Resolution Dampening Script	扫描分辨率抑阻脚本
Scan Resolution Dampening Script Blueprint	扫描分辨率抑阻脚本蓝图
Scan Resolution Script	扫描分辨率修正脚本
Scan Resolution Script Blueprint	扫描分辨率修正脚本蓝图
Scan Speed Bonus	扫描速度加成
Scan Strength Bonus	扫描强度加成
Scan resolution reduction multiplier	扫描分辨率衰减系数
Scandium	钪
Scandium Metallofullerene	金属富勒烯钪
Scandium Metallofullerene Reaction	金属富勒烯钪反应
Scanner Array	扫描器阵列
Scanner Data I	扫描数据 I
Scanner Data II	扫描数据 II
Scanner Data III	扫描数据 III
Scanner Post	扫描站
Scanner Probe	扫描探针
Scanner Sentry - Rapid Pulse	扫描哨站—高速脉冲
Scanner Tower	扫描塔
Scanners	扫描器
Scanning	扫描
Scanning Equipment	扫描设备
Scanning Implants	扫描植入体
Scanning Rigs	扫描改装件
Scanning Upgrade	扫描升级
Scanning Upgrade Blueprint	扫描升级蓝图
Scanning Upgrade Time	扫描升级时间
Scanning Upgrade Time Blueprint	扫描升级时间蓝图
Scanning Upgrades	扫描升级
Scanning Upgrades	扫描升级件
Scarab I	圣甲虫 I
Scarab I Blueprint	圣甲虫蓝图 I
Scarab II	圣甲虫 II
Scarab II Blueprint	圣甲虫蓝图 II
Scars	疤痕
Scatter Container	散落货柜
Scattering ECCM Projector I	散射式ECCM投射器 I
Schabs Xalot's Iteron Mark III	萨伯·扎洛的埃比斯级
Schematic	加工方案
Schmaeel Medulla	歇玛耶尔·美杜拉
Schmidt	舒米特
School	学校
Science	科学
Science	科学原理
Science Graduates	理科毕业生
Science Implants	科学植入体
Science Lab	科学实验室
Science Vessel Wreck	科考船残骸
Scientific Networking	科学网络学
Scientist	科学家
Scientist Bonus	科学家加成
Scientists	科学家
Scimitar	曲剑级
Scimitar Blue Tiger SKIN (Permanent)	曲剑级蓝虎涂装（无限期）
Scimitar Blue Tiger Serenity Only SKIN (30 Days)	曲剑级蓝虎涂装（30天）
Scimitar Blue Tiger Serenity Only SKIN (365 Days)	曲剑级蓝虎涂装（365天）
Scimitar Blue Tiger Serenity Only SKIN (7 Days)	曲剑级蓝虎涂装（7天）
Scimitar Blue Tiger Serenity Only SKIN (90 Days)	曲剑级蓝虎涂装（90天）
Scimitar Blue Tiger Serenity Only SKIN (Permanent)	曲剑级蓝虎涂装（无限期）
Scimitar Blueprint	曲剑级蓝图
Scimitar Justice SKIN (Permanent)	曲剑级司法局涂装（无限期）
Scimitar Justice Serenity Only SKIN (30 Days)	曲剑级司法局涂装（30天）
Scimitar Justice Serenity Only SKIN (365 Days)	曲剑级司法局涂装（365天）
Scimitar Justice Serenity Only SKIN (7 Days)	曲剑级司法局涂装（7天）
Scimitar Justice Serenity Only SKIN (90 Days)	曲剑级司法局涂装（90天）
Scimitar Justice Serenity Only SKIN (Permanent)	曲剑级司法局涂装（无限期）
Scimitar Tronhadar Ink SKIN (Permanent)	曲剑级隆哈达之墨涂装（无限期）
Scimitar Tronhadar Ink Serenity Only SKIN (30 Days)	曲剑级隆哈达之墨涂装（30天）
Scimitar Tronhadar Ink Serenity Only SKIN (365 Days)	曲剑级隆哈达之墨涂装（365天）
Scimitar Tronhadar Ink Serenity Only SKIN (7 Days)	曲剑级隆哈达之墨涂装（7天）
Scimitar Tronhadar Ink Serenity Only SKIN (90 Days)	曲剑级隆哈达之墨涂装（90天）
Scimitar Tronhadar Ink Serenity Only SKIN (Permanent)	曲剑级隆哈达之墨涂装（无限期）
Scimitar Valklear Glory SKIN (Permanent)	曲剑级瓦基尔荣耀涂装（无限期）
Scimitar Valklear Glory Serenity Only SKIN (30 Days)	曲剑级瓦基尔荣耀涂装（30天）
Scimitar Valklear Glory Serenity Only SKIN (365 Days)	曲剑级瓦基尔荣耀涂装（365天）
Scimitar Valklear Glory Serenity Only SKIN (7 Days)	曲剑级瓦基尔荣耀涂装（7天）
Scimitar Valklear Glory Serenity Only SKIN (90 Days)	曲剑级瓦基尔荣耀涂装（90天）
Scimitar Valklear Glory Serenity Only SKIN (Permanent)	曲剑级瓦基尔荣耀涂装（无限期）
Scions of the Superior Gene	高等基因传人
Scope Interceptor	视角传媒截击舰
Scope Journalist	视角传媒记者
Scope Reporter	《视角》记者
Scope Station	视角传媒空间站
Scoped Compounds	视野型化合物
Scoped Conductors	视野型导体
Scoped Electronics	视野型电子元件
Scorch Bomb	灼烧炸弹
Scorch Bomb Blueprint	灼烧炸弹蓝图
Scorch L	灼烧 L
Scorch L Blueprint	灼烧蓝图 L
Scorch M	灼烧 M
Scorch M Blueprint	灼烧蓝图 M
Scorch S	灼烧 S
Scorch S Blueprint	灼烧蓝图 S
Scorch XL	灼烧 XL
Scorch XL Blueprint	灼烧蓝图 XL
Scorched Container	烧焦的货柜
Scorched Telemetry Processor	烧毁的遥感探测处理器
Scordite	灼烧岩
Scordite Mining Crystal I	灼烧岩采集晶体 I
Scordite Mining Crystal I Blueprint	灼烧岩采集晶体蓝图 I
Scordite Mining Crystal II	灼烧岩采集晶体 II
Scordite Mining Crystal II Blueprint	灼烧岩采集晶体蓝图 II
Scordite Processing	灼烧岩处理技术
Scorpion	毒蝎级
Scorpion Blue Tiger SKIN (Permanent)	毒蝎级蓝虎涂装（无限期）
Scorpion Blue Tiger Serenity Only SKIN (30 Days)	毒蝎级蓝虎涂装（30天）
Scorpion Blue Tiger Serenity Only SKIN (365 Days)	毒蝎级蓝虎涂装（365天）
Scorpion Blue Tiger Serenity Only SKIN (7 Days)	毒蝎级蓝虎涂装（7天）
Scorpion Blue Tiger Serenity Only SKIN (90 Days)	毒蝎级蓝虎涂装（90天）
Scorpion Blue Tiger Serenity Only SKIN (Permanent)	毒蝎级蓝虎涂装（无限期）
Scorpion Blueprint	毒蝎级蓝图
Scorpion Guristas SKIN (Permanent)	毒蝎级古斯塔斯涂装（无限期）
Scorpion Guristas Serenity Only SKIN (30 Days)	毒蝎级古斯塔斯涂装（30天）
Scorpion Guristas Serenity Only SKIN (365 Days)	毒蝎级古斯塔斯涂装（365天）
Scorpion Guristas Serenity Only SKIN (7 Days)	毒蝎级古斯塔斯涂装（7天）
Scorpion Guristas Serenity Only SKIN (90 Days)	毒蝎级古斯塔斯涂装（90天）
Scorpion Guristas Serenity Only SKIN (Permanent)	毒蝎级古斯塔斯涂装（无限期）
Scorpion Ishukone Watch	毒蝎级异株湖保安型
Scorpion Ishukone Watch Blueprint	毒蝎级异株湖保安型蓝图
Scorpion Ishukone Watch SKIN (30 Days)	毒蝎级异株湖保安型涂装（30天）
Scorpion Ishukone Watch SKIN (365 Days)	毒蝎级异株湖保安型涂装（365天）
Scorpion Ishukone Watch SKIN (7 Days)	毒蝎级异株湖保安型涂装（7天）
Scorpion Ishukone Watch SKIN (90 Days)	毒蝎级异株湖保安型涂装（90天）
Scorpion Ishukone Watch SKIN (Permanent)	毒蝎级异株湖保安型涂装（无限期）
Scorpion Ishukone Watch Serenity Only SKIN (Permanent)	毒蝎级异株湖保安型涂装（无限期）
Scorpion Lower Hull	毒蝎级船体的下半部分
Scorpion Masthead	毒蝎级桅顶残骸
Scorpion Matigu Seabeast SKIN (Permanent)	毒蝎级玛提古海怪涂装（无限期）
Scorpion Matigu Seabeast Serenity Only SKIN (30 Days)	毒蝎级玛提古海怪涂装（30天）
Scorpion Matigu Seabeast Serenity Only SKIN (365 Days)	毒蝎级玛提古海怪涂装（365天）
Scorpion Matigu Seabeast Serenity Only SKIN (7 Days)	毒蝎级玛提古海怪涂装（7天）
Scorpion Matigu Seabeast Serenity Only SKIN (90 Days)	毒蝎级玛提古海怪涂装（90天）
Scorpion Matigu Seabeast Serenity Only SKIN (Permanent)	毒蝎级玛提古海怪涂装（无限期）
Scorpion Navy Issue	毒蝎级海军型
Scorpion Navy Issue Blueprint	毒蝎级海军型蓝图
Scorpion Navy Issue Wiyrkomi SKIN (Permanent)	毒蝎级海军型维克米涂装（无限期）
Scorpion Navy Issue Wiyrkomi Serenity Only SKIN (30 Days)	毒蝎级海军型维克米涂装（30天）
Scorpion Navy Issue Wiyrkomi Serenity Only SKIN (365 Days)	毒蝎级海军型维克米涂装（365天）
Scorpion Navy Issue Wiyrkomi Serenity Only SKIN (7 Days)	毒蝎级海军型维克米涂装（7天）
Scorpion Navy Issue Wiyrkomi Serenity Only SKIN (90 Days)	毒蝎级海军型维克米涂装（90天）
Scorpion Navy Issue Wiyrkomi Serenity Only SKIN (Permanent)	毒蝎级海军型维克米涂装（无限期）
Scorpion Raata Sunset SKIN (Permanent)	毒蝎级拉塔日落涂装（无限期）
Scorpion Raata Sunset Serenity Only SKIN (30 Days)	毒蝎级拉塔日落涂装（30天）
Scorpion Raata Sunset Serenity Only SKIN (365 Days)	毒蝎级拉塔日落涂装（365天）
Scorpion Raata Sunset Serenity Only SKIN (7 Days)	毒蝎级拉塔日落涂装（7天）
Scorpion Raata Sunset Serenity Only SKIN (90 Days)	毒蝎级拉塔日落涂装（90天）
Scorpion Raata Sunset Serenity Only SKIN (Permanent)	毒蝎级拉塔日落涂装（无限期）
Scorpion Upper Hull	毒蝎级船体的上半部分
Scorpion Valkyrie SKIN (Permanent)	毒蝎级瓦尔基里涂装（无限期）
Scorpion Valkyrie Serenity Only SKIN (30 Days)	毒蝎级维瓦尔基里涂装（30天）
Scorpion Valkyrie Serenity Only SKIN (365 Days)	毒蝎级维瓦尔基里涂装（365天）
Scorpion Valkyrie Serenity Only SKIN (7 Days)	毒蝎级维瓦尔基里涂装（7天）
Scorpion Valkyrie Serenity Only SKIN (90 Days)	毒蝎级维瓦尔基里涂装（90天）
Scorpion Valkyrie Serenity Only SKIN (Permanent)	毒蝎级瓦尔基里涂装（无限期）
Scorpion Wiyrkomi SKIN (Permanent)	毒蝎级维克米涂装（无限期）
Scorpion Wiyrkomi Serenity Only SKIN (30 Days)	毒蝎级维克米涂装（30天）
Scorpion Wiyrkomi Serenity Only SKIN (365 Days)	毒蝎级维克米涂装（365天）
Scorpion Wiyrkomi Serenity Only SKIN (7 Days)	毒蝎级维克米涂装（7天）
Scorpion Wiyrkomi Serenity Only SKIN (90 Days)	毒蝎级维克米涂装（90天）
Scorpion Wiyrkomi Serenity Only SKIN (Permanent)	毒蝎级维克米涂装（无限期）
Scorpion Wreck	毒蝎级残骸
Scorpionfly Apis	蝎蛉无人机
Scorpionfly Drone	蝎蛉无人机
Scotty the Docking Manager's Clone	空间站管理者斯科蒂的克隆体
Scourge Auto-Targeting Cruise Missile I	鞭挞自动锁定巡航导弹 I
Scourge Auto-Targeting Cruise Missile I Blueprint	鞭挞自动锁定巡航导弹蓝图 I
Scourge Auto-Targeting Heavy Missile I	鞭挞自动锁定重型导弹 I
Scourge Auto-Targeting Heavy Missile I Blueprint	鞭挞自动锁定重型导弹蓝图 I
Scourge Auto-Targeting Light Missile I	鞭挞自动锁定轻型导弹 I
Scourge Auto-Targeting Light Missile I Blueprint	鞭挞自动锁定轻型导弹蓝图 I
Scourge Cruise Missile	鞭挞巡航导弹
Scourge Cruise Missile Blueprint	鞭挞巡航导弹蓝图
Scourge Fury Cruise Missile	鞭挞愤怒巡航导弹
Scourge Fury Cruise Missile Blueprint	鞭挞愤怒巡航导弹蓝图
Scourge Fury Heavy Missile	鞭挞愤怒重型导弹
Scourge Fury Heavy Missile Blueprint	鞭挞愤怒重型导弹蓝图
Scourge Fury Light Missile	鞭挞愤怒轻型导弹
Scourge Fury Light Missile Blueprint	鞭挞愤怒轻型导弹蓝图
Scourge Fury XL Cruise Missile	鞭挞愤怒超大型巡航导弹
Scourge Fury XL Cruise Missile Blueprint	鞭挞愤怒超大型巡航导弹蓝图
Scourge Heavy Assault Missile	鞭挞重型攻击导弹
Scourge Heavy Assault Missile Blueprint	鞭挞重型攻击导弹蓝图
Scourge Heavy Missile	鞭挞重型导弹
Scourge Heavy Missile Blueprint	鞭挞重型导弹蓝图
Scourge Javelin Heavy Assault Missile	鞭挞标枪重型攻击导弹
Scourge Javelin Heavy Assault Missile Blueprint	鞭挞标枪重型攻击导弹蓝图
Scourge Javelin Rocket	鞭挞标枪火箭
Scourge Javelin Rocket Blueprint	鞭挞标枪火箭蓝图
Scourge Javelin Torpedo	鞭挞标枪鱼雷
Scourge Javelin Torpedo Blueprint	鞭挞标枪鱼雷蓝图
Scourge Javelin XL Torpedo	鞭挞标枪超大型鱼雷
Scourge Javelin XL Torpedo Blueprint	鞭挞标枪超大型鱼雷蓝图
Scourge Light Missile	鞭挞轻型导弹
Scourge Light Missile Blueprint	鞭挞轻型导弹蓝图
Scourge Precision Cruise Missile	鞭挞精准巡航导弹
Scourge Precision Cruise Missile Blueprint	鞭挞精准巡航导弹蓝图
Scourge Precision Heavy Missile	鞭挞精准重型导弹
Scourge Precision Heavy Missile Blueprint	鞭挞精准重型导弹蓝图
Scourge Precision Light Missile	鞭挞精准轻型导弹
Scourge Precision Light Missile Blueprint	鞭挞精准轻型导弹蓝图
Scourge Precision XL Cruise Missile	鞭挞精准超大型巡航导弹
Scourge Precision XL Cruise Missile Blueprint	鞭挞精准超大型巡航导弹蓝图
Scourge Rage Heavy Assault Missile	鞭挞狂乱重型攻击导弹
Scourge Rage Heavy Assault Missile Blueprint	鞭挞狂乱重型攻击导弹蓝图
Scourge Rage Rocket	鞭挞狂乱火箭
Scourge Rage Rocket Blueprint	鞭挞狂乱火箭蓝图
Scourge Rage Torpedo	鞭挞狂乱鱼雷
Scourge Rage Torpedo Blueprint	鞭挞狂乱鱼雷蓝图
Scourge Rage XL Torpedo	鞭挞狂乱超大型鱼雷
Scourge Rage XL Torpedo Blueprint	鞭挞狂乱超大型鱼雷蓝图
Scourge Rocket	鞭挞火箭
Scourge Rocket Blueprint	鞭挞火箭蓝图
Scourge Torpedo	鞭挞鱼雷
Scourge Torpedo Blueprint	鞭挞鱼雷蓝图
Scourge XL Cruise Missile	鞭挞超大型巡航导弹
Scourge XL Cruise Missile Blueprint	鞭挞超大型巡航导弹蓝图
Scourge XL Torpedo	鞭挞超大型鱼雷
Scourge XL Torpedo Blueprint	鞭挞超大型鱼雷蓝图
Scout	侦查
Scout Scoped Dual 1000mm Railgun	侦查员视野型双联1000mm磁轨炮
Scout Scoped Dual 1000mm Railgun Blueprint	侦查员视野型双联1000mm磁轨炮蓝图
Scout Scoped Hexa 2500mm Repeating Cannon	侦查员视野型六联2500mm频射加农炮
Scout Scoped Hexa 2500mm Repeating Cannon Blueprint	侦查员视野型六联2500mm频射加农炮蓝图
Scout Scoped Quad 3500mm Siege Artillery	侦查员视野型四联3500mm会战火炮
Scout Scoped Quad 3500mm Siege Artillery Blueprint	侦查员视野型四联3500mm会战火炮蓝图
Scout Scoped Quad 800mm Repeating Cannon	侦查员视野型四联800mm频射加农炮
Scout Scoped Quad 800mm Repeating Cannon Blueprint	侦查员视野型四联800mm频射加农炮蓝图
Scramble Wave Generator	飞行阻停微波发生器
Scrapmetal Processing	碎铁处理技术
Scratched Cask	划伤的货柜桶
Scratched and Dented Keycard	划伤且有凹痕的钥匙卡片
Script Blueprint	脚本蓝图
Scriptable Armor Hardeners	可使用脚本的装甲增强器
Scriptable Shield Hardeners	可使用脚本的护盾增强器
Scripts	脚本
Scythe	镰刀级
Scythe Blue Tiger SKIN (Permanent)	镰刀级蓝虎涂装（无限期）
Scythe Blue Tiger Serenity Only SKIN (30 Days)	镰刀级蓝虎涂装（30天）
Scythe Blue Tiger Serenity Only SKIN (365 Days)	镰刀级蓝虎涂装（365天）
Scythe Blue Tiger Serenity Only SKIN (7 Days)	镰刀级蓝虎涂装（7天）
Scythe Blue Tiger Serenity Only SKIN (90 Days)	镰刀级蓝虎涂装（90天）
Scythe Blue Tiger Serenity Only SKIN (Permanent)	镰刀级蓝虎涂装（无限期）
Scythe Blueprint	镰刀级蓝图
Scythe Fleet Issue	镰刀级舰队型
Scythe Fleet Issue Blueprint	镰刀级舰队型蓝图
Scythe Fleet Issue Justice SKIN (Permanent)	镰刀级舰队型司法局涂装（无限期）
Scythe Fleet Issue Justice Serenity Only SKIN (30 Days)	镰刀级舰队型司法局涂装（30天）
Scythe Fleet Issue Justice Serenity Only SKIN (365 Days)	镰刀级舰队型司法局涂装（365天）
Scythe Fleet Issue Justice Serenity Only SKIN (7 Days)	镰刀级舰队型司法局涂装（7天）
Scythe Fleet Issue Justice Serenity Only SKIN (90 Days)	镰刀级舰队型司法局涂装（90天）
Scythe Fleet Issue Justice Serenity Only SKIN (Permanent)	镰刀级舰队型司法局涂装（无限期）
Scythe Justice SKIN (Permanent)	镰刀级司法局涂装（无限期）
Scythe Justice Serenity Only SKIN (30 Days)	镰刀级司法局涂装（30天）
Scythe Justice Serenity Only SKIN (365 Days)	镰刀级司法局涂装（365天）
Scythe Justice Serenity Only SKIN (7 Days)	镰刀级司法局涂装（7天）
Scythe Justice Serenity Only SKIN (90 Days)	镰刀级司法局涂装（90天）
Scythe Justice Serenity Only SKIN (Permanent)	镰刀级司法局涂装（无限期）
Scythe Tronhadar Ink SKIN (Permanent)	镰刀级隆哈达之墨涂装（无限期）
Scythe Tronhadar Ink Serenity Only SKIN (30 Days)	镰刀级隆哈达之墨涂装（30天）
Scythe Tronhadar Ink Serenity Only SKIN (365 Days)	镰刀级隆哈达之墨涂装（365天）
Scythe Tronhadar Ink Serenity Only SKIN (7 Days)	镰刀级隆哈达之墨涂装（7天）
Scythe Tronhadar Ink Serenity Only SKIN (90 Days)	镰刀级隆哈达之墨涂装（90天）
Scythe Tronhadar Ink Serenity Only SKIN (Permanent)	镰刀级隆哈达之墨涂装（无限期）
Scythe Valklear Glory SKIN (Permanent)	镰刀级瓦基尔荣耀涂装（无限期）
Scythe Valklear Glory Serenity Only SKIN (30 Days)	镰刀级瓦基尔荣耀涂装（30天）
Scythe Valklear Glory Serenity Only SKIN (365 Days)	镰刀级瓦基尔荣耀涂装（365天）
Scythe Valklear Glory Serenity Only SKIN (7 Days)	镰刀级瓦基尔荣耀涂装（7天）
Scythe Valklear Glory Serenity Only SKIN (90 Days)	镰刀级瓦基尔荣耀涂装（90天）
Scythe Valklear Glory Serenity Only SKIN (Permanent)	镰刀级瓦基尔荣耀涂装（无限期）
